event_time,event_type,organisation_name,place_name,asset_name,asset_type,module_id
2021-02-21 12:29:10,Disconnected,"Taylor, Flores and Douglas",Ochoa-Chavez,AI-CXD-88,3,
2021-02-20 8:32:18,Disconnected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-23 6:52:46,Connected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-19 5:22:58,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-17 9:46:36,Disconnected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-21 20:38:17,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-17 9:36:35,Connected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-18 2:45:10,Disconnected,"Taylor, Flores and Douglas",Diaz Inc,TY-VOB-39,3,
2021-02-23 8:25:18,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-20 22:49:37,Connected,Gonzalez-Hancock,Bell LLC,OQ-XNB-63,5,598-84-6937
2021-02-16 3:55:52,Connected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-16 11:12:55,Disconnected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-20 20:02:49,Connected,"Taylor, Flores and Douglas",Diaz Inc,ME-SZR-11,3,
2021-02-20 4:54:55,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-16 4:06:47,Disconnected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-18 2:00:09,Connected,"Taylor, Flores and Douglas","Green, Hayes and Taylor",WK-ZGU-09,3,
2021-02-19 6:46:16,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-21 2:52:19,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-16 11:16:04,Disconnected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-22 21:21:56,Connected,Gonzalez-Hancock,Bell LLC,OQ-XNB-63,5,
2021-02-20 2:00:20,Connected,"Taylor, Flores and Douglas","Parks, Nash and Espinoza",YN-NZP-03,3,
2021-02-17 6:13:30,Connected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-17 19:16:51,Connected,Gonzalez-Hancock,Bell LLC,OQ-XNB-63,5,598-84-6937
2021-02-20 3:58:53,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-20 2:00:15,Connected,"Taylor, Flores and Douglas",Olson Inc,MA-REN-12,3,
2021-02-20 9:10:12,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-16 19:46:36,Connected,Gonzalez-Hancock,Thompson Group,EB-FVF-50,5,598-84-6937
2021-02-22 16:24:57,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-17 21:43:11,Connected,"Taylor, Flores and Douglas",Brown-Jenkins,CF-MQK-54,3,
2021-02-23 7:40:49,Connected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-20 10:15:56,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-16 6:31:47,Connected,Larson-Mccall,Benson Ltd,GR-TDN-28,8,
2021-02-15 20:10:41,Connected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-16 17:24:26,Disconnected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-17 21:09:47,Connected,Gonzalez-Hancock,Thompson Group,EB-FVF-50,5,598-84-6937
2021-02-22 5:13:46,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-17 14:36:23,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-20 9:48:44,Disconnected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-22 16:02:50,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-21 2:45:30,Disconnected,"Taylor, Flores and Douglas","Moreno, Butler and Huff",TH-ODX-36,3,
2021-02-19 23:24:42,Connected,Gonzalez-Hancock,"Torres, Montoya and Neal",NW-CNY-73,5,598-84-6937
2021-02-22 16:57:58,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-17 5:54:58,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-17 5:08:01,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-20 0:04:50,Connected,Gonzalez-Hancock,"Torres, Montoya and Neal",NW-CNY-73,5,509-27-8182
2021-02-17 4:24:04,Connected,Gonzalez-Hancock,Bell LLC,OQ-XNB-63,5,
2021-02-19 14:02:48,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-17 6:25:17,Disconnected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-22 8:11:59,Connected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-22 5:54:45,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-19 17:07:43,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-19 11:40:29,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-20 5:49:05,Disconnected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-22 11:51:05,Connected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-22 14:47:51,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-21 8:45:48,Connected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-21 5:41:54,Disconnected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-18 18:43:33,Connected,Larson-Mccall,Benson Ltd,XX-PXF-22,8,
2021-02-17 23:00:08,Connected,"Taylor, Flores and Douglas","Martinez, Pruitt and Wheeler",KN-GWX-65,3,
2021-02-21 7:07:23,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-19 12:01:58,Connected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-23 5:00:21,Connected,"Taylor, Flores and Douglas","Parks, Nash and Espinoza",YN-NZP-03,3,
2021-02-19 8:28:58,Connected,Gonzalez-Hancock,"Torres, Montoya and Neal",NW-CNY-73,5,
2021-02-19 15:22:34,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-19 2:04:12,Connected,"Taylor, Flores and Douglas","Green, Hayes and Taylor",WK-ZGU-09,3,
2021-02-17 11:24:16,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-17 8:17:05,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-18 12:59:50,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-17 4:15:22,Connected,"Taylor, Flores and Douglas","Booth, Gregory and Saunders",ZU-MOT-42,3,
2021-02-22 21:30:36,Connected,Gonzalez-Hancock,Bell LLC,OQ-XNB-63,5,598-84-6937
2021-02-22 8:10:28,Connected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-16 19:05:44,Connected,Gonzalez-Hancock,Bell LLC,OQ-XNB-63,5,598-84-6937
2021-02-20 9:47:09,Connected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-22 11:53:59,Connected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-17 8:18:26,Disconnected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-23 8:30:05,Connected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-17 19:15:08,Connected,"Taylor, Flores and Douglas",Matthews-Phillips,PD-PFG-92,3,
2021-02-18 15:30:21,Connected,"Taylor, Flores and Douglas","Knox, Mills and Keith",WT-JZS-58,3,
2021-02-23 5:04:43,Disconnected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-22 8:04:52,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-20 10:54:12,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-20 13:16:13,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-19 19:15:07,Connected,"Taylor, Flores and Douglas","Harris, Gross and Schmidt",EW-ONE-19,3,
2021-02-23 5:00:07,Connected,"Taylor, Flores and Douglas",Matthews-Phillips,PD-PFG-92,3,
2021-02-17 10:19:14,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-19 10:38:12,Connected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-21 10:17:55,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-23 9:49:08,Connected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-19 18:06:30,Disconnected,Gonzalez-Hancock,"Torres, Montoya and Neal",NW-CNY-73,5,351-86-2983
2021-02-20 4:39:39,Disconnected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-22 8:39:35,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-19 12:54:14,Connected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-18 6:13:42,Disconnected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-19 9:18:40,Connected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-17 15:05:18,Disconnected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-20 11:39:15,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-16 21:30:07,Connected,"Taylor, Flores and Douglas","Martinez, Pruitt and Wheeler",KN-GWX-65,3,
2021-02-19 15:09:33,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-23 8:54:46,Connected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-22 12:01:45,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-20 9:51:58,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-23 4:21:16,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-19 8:59:40,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-18 7:22:44,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-17 9:13:56,Connected,Gonzalez-Hancock,"Torres, Montoya and Neal",NW-CNY-73,5,
2021-02-21 19:19:55,Connected,"Taylor, Flores and Douglas",Brown-Jenkins,CK-XNN-42,3,
2021-02-16 17:45:08,Connected,"Taylor, Flores and Douglas",Smith Ltd,ZE-KHP-90,3,
2021-02-20 9:24:10,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-17 5:05:00,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-19 11:46:11,Connected,Larson-Mccall,Benson Ltd,MO-RQJ-49,8,
2021-02-17 6:05:04,Connected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-17 16:56:27,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-15 19:11:43,Connected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-16 17:20:21,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-19 4:29:54,Disconnected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-20 2:45:09,Disconnected,"Taylor, Flores and Douglas","Moreno, Butler and Huff",KL-RZN-01,3,
2021-02-22 11:01:04,Connected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-19 23:33:48,Connected,"Taylor, Flores and Douglas",Brown-Jenkins,CF-MQK-54,3,
2021-02-20 16:26:21,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-19 10:34:29,Connected,"Taylor, Flores and Douglas","Young, Fox and Bryant",UM-XEZ-99,3,
2021-02-19 8:23:38,Connected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-22 11:45:22,Connected,"Taylor, Flores and Douglas","Booth, Gregory and Saunders",ZU-MOT-42,3,
2021-02-22 2:12:38,Connected,"Taylor, Flores and Douglas","Bell, Turner and Rodriguez",EI-IUO-83,3,
2021-02-22 6:34:57,Connected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-22 10:43:22,Disconnected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-22 10:52:53,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-16 15:34:15,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-17 22:15:08,Connected,"Taylor, Flores and Douglas","Martinez, Pruitt and Wheeler",KN-GWX-65,3,
2021-02-22 8:00:50,Connected,"Taylor, Flores and Douglas",Gallagher-Moore,WF-QFJ-09,3,
2021-02-20 13:54:17,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-15 17:35:21,Connected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-17 7:25:02,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-20 10:50:56,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-17 0:12:10,Connected,Gonzalez-Hancock,Thompson Group,EB-FVF-50,5,
2021-02-21 23:00:07,Connected,"Taylor, Flores and Douglas","Martinez, Pruitt and Wheeler",KN-GWX-65,3,
2021-02-22 13:06:50,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-19 10:36:30,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-20 19:58:50,Connected,Gonzalez-Hancock,Bell LLC,OQ-XNB-63,5,598-84-6937
2021-02-19 17:00:41,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-19 2:45:50,Connected,"Taylor, Flores and Douglas",Brown-Jenkins,CK-XNN-42,3,
2021-02-19 2:28:53,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-22 3:13:52,Connected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-22 4:01:31,Connected,"Taylor, Flores and Douglas","Berry, Meyer and Williams",VN-YHO-26,3,
2021-02-19 8:10:18,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-22 9:46:23,Disconnected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-18 14:27:38,Connected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-21 7:03:25,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-16 21:41:34,Connected,Gonzalez-Hancock,"Torres, Montoya and Neal",NW-CNY-73,5,598-84-6937
2021-02-18 14:18:39,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-19 12:43:43,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-17 21:30:08,Connected,"Taylor, Flores and Douglas",Matthews-Phillips,YW-QRR-91,3,
2021-02-17 14:00:21,Connected,"Taylor, Flores and Douglas","Knox, Mills and Keith",WT-JZS-58,3,
2021-02-18 2:45:07,Disconnected,"Taylor, Flores and Douglas",Ochoa-Chavez,AI-CXD-88,3,
2021-02-20 10:07:10,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-20 11:51:08,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-23 7:48:03,Connected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-19 8:04:30,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-19 5:55:18,Disconnected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-22 14:45:21,Connected,"Taylor, Flores and Douglas",Knight PLC,XQ-ZSS-50,3,
2021-02-19 7:15:07,Connected,"Taylor, Flores and Douglas",Matthews-Phillips,PD-PFG-92,3,
2021-02-21 18:41:17,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-19 2:42:24,Disconnected,"Taylor, Flores and Douglas","Bell, Turner and Rodriguez",EI-IUO-83,3,
2021-02-17 2:56:57,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-21 4:58:20,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-19 1:58:14,Connected,"Taylor, Flores and Douglas","Harris, Gross and Schmidt",EW-ONE-19,3,
2021-02-21 5:56:21,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-17 18:19:31,Disconnected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-22 15:04:55,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-18 8:56:52,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-17 5:29:30,Connected,Gonzalez-Hancock,"Torres, Montoya and Neal",NW-CNY-73,5,
2021-02-23 2:00:08,Connected,"Taylor, Flores and Douglas",Cantu-Lane,DT-XSY-00,3,
2021-02-17 14:45:20,Connected,"Taylor, Flores and Douglas",Knight PLC,XQ-ZSS-50,3,
2021-02-19 0:51:46,Connected,"Taylor, Flores and Douglas","Parks, Nash and Espinoza",YN-NZP-03,3,
2021-02-20 10:22:05,Connected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-23 7:58:26,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-22 13:15:21,Connected,"Taylor, Flores and Douglas",Knight PLC,XQ-ZSS-50,3,
2021-02-20 2:50:47,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-22 3:08:49,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-16 17:46:00,Connected,Larson-Mccall,Benson Ltd,XX-PXF-22,8,
2021-02-16 16:16:47,Connected,Larson-Mccall,Benson Ltd,GR-TDN-28,8,
2021-02-23 7:34:30,Connected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-20 13:59:11,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-16 20:56:57,Connected,Gonzalez-Hancock,Thompson Group,EB-FVF-50,5,598-84-6937
2021-02-17 6:41:29,Connected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-16 12:48:07,Disconnected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-19 18:18:55,Connected,Gonzalez-Hancock,Thompson Group,EB-FVF-50,5,598-84-6937
2021-02-15 17:55:24,Connected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-20 6:17:21,Disconnected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-18 7:23:03,Connected,Gonzalez-Hancock,Thompson Group,EB-FVF-50,5,
2021-02-18 6:31:46,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-22 10:50:29,Disconnected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-20 12:41:11,Connected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-16 10:31:54,Disconnected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-20 1:00:20,Disconnected,Gonzalez-Hancock,Thompson Group,EB-FVF-50,5,647-80-6730
2021-02-23 9:49:29,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-17 16:11:19,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-21 7:47:26,Connected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-21 1:44:01,Connected,Gonzalez-Hancock,"Torres, Montoya and Neal",NW-CNY-73,5,
2021-02-20 5:15:44,Disconnected,"Taylor, Flores and Douglas",Gallagher-Moore,WF-QFJ-09,3,
2021-02-17 20:45:08,Connected,"Taylor, Flores and Douglas",Matthews-Phillips,PD-PFG-92,3,
2021-02-17 13:11:14,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-19 4:44:58,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-23 10:21:49,Connected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-21 2:00:07,Connected,"Taylor, Flores and Douglas",Lane Inc,KH-QQF-62,3,
2021-02-21 18:58:11,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-19 2:51:25,Disconnected,"Taylor, Flores and Douglas",Ochoa-Chavez,XZ-XXC-35,3,
2021-02-23 5:12:22,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-16 2:09:51,Connected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-19 11:41:09,Connected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-22 21:45:40,Connected,Gonzalez-Hancock,Bell LLC,OQ-XNB-63,5,598-84-6937
2021-02-21 6:38:56,Connected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-20 6:00:37,Disconnected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-20 20:00:07,Connected,"Taylor, Flores and Douglas",Matthews-Phillips,PD-PFG-92,3,
2021-02-20 12:07:18,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-20 19:15:21,Connected,"Taylor, Flores and Douglas","Knox, Mills and Keith",WT-JZS-58,3,
2021-02-22 17:49:55,Disconnected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-19 15:18:53,Disconnected,"Taylor, Flores and Douglas","Wade, Ruiz and Harrison",KL-KYK-17,3,
2021-02-19 9:45:24,Connected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-23 8:12:25,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-23 3:20:10,Connected,"Taylor, Flores and Douglas",Cantu-Lane,DT-XSY-00,3,
2021-02-22 8:34:37,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-19 11:00:27,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-22 7:40:54,Connected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-21 14:15:03,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-17 2:00:21,Connected,"Taylor, Flores and Douglas","Booth, Gregory and Saunders",ZU-MOT-42,3,
2021-02-22 20:24:52,Connected,Gonzalez-Hancock,Thompson Group,EB-FVF-50,5,598-84-6937
2021-02-15 19:38:35,Connected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-17 20:39:38,Connected,Gonzalez-Hancock,Thompson Group,EB-FVF-50,5,598-84-6937
2021-02-22 5:25:30,Disconnected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-19 15:21:55,Connected,Gonzalez-Hancock,Bell LLC,OQ-XNB-63,5,
2021-02-19 15:26:03,Connected,"Taylor, Flores and Douglas","Booth, Gregory and Saunders",ZU-MOT-42,3,
2021-02-19 12:28:43,Connected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-17 13:13:12,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-21 10:38:07,Connected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-21 9:44:56,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-17 3:23:54,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-19 2:37:56,Connected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-20 15:37:26,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-22 10:18:30,Disconnected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-16 16:03:51,Connected,"Taylor, Flores and Douglas","Knox, Mills and Keith",WT-JZS-58,3,
2021-02-21 3:21:55,Connected,Gonzalez-Hancock,Bell LLC,OQ-XNB-63,5,
2021-02-22 6:00:57,Connected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-17 10:03:05,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-16 5:53:46,Disconnected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-21 17:46:11,Connected,Larson-Mccall,Benson Ltd,MO-RQJ-49,8,
2021-02-23 9:59:01,Connected,Gonzalez-Hancock,"Torres, Montoya and Neal",NW-CNY-73,5,
2021-02-19 23:50:15,Connected,Gonzalez-Hancock,Bell LLC,OQ-XNB-63,5,598-84-6937
2021-02-19 7:42:51,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-21 9:53:49,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-18 10:44:12,Connected,"Taylor, Flores and Douglas","Bell, Turner and Rodriguez",EI-IUO-83,3,
2021-02-21 5:23:57,Disconnected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-19 12:20:13,Connected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-20 12:06:06,Connected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-20 5:41:59,Disconnected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-19 10:35:26,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-19 17:46:44,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-17 13:57:14,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-19 2:45:07,Disconnected,"Taylor, Flores and Douglas",Lane Inc,WG-AYD-90,3,
2021-02-19 13:18:15,Connected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-17 9:42:31,Connected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-22 3:46:42,Connected,"Taylor, Flores and Douglas","Bell, Turner and Rodriguez",EI-IUO-83,3,
2021-02-21 5:45:20,Connected,"Taylor, Flores and Douglas","Booth, Gregory and Saunders",ZU-MOT-42,3,
2021-02-23 6:48:26,Connected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-19 2:45:25,Disconnected,"Taylor, Flores and Douglas","Hart, Mason and Smith",WN-DQW-72,3,
2021-02-22 8:49:57,Connected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-18 8:08:54,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-19 4:36:49,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-23 8:44:48,Connected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-19 5:13:03,Disconnected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-21 5:00:20,Connected,"Taylor, Flores and Douglas","Parks, Nash and Espinoza",YN-NZP-03,3,
